0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.917987599968910217e-02,6.128340587019920349e-02,6.338686496019363403e-02,6.548976153135299683e-02,6.758373975753784180e-02,6.968477368354797363e-02,7.180611789226531982e-02,7.392148673534393311e-02,7.600735127925872803e-02,7.812570035457611084e-02,8.023171126842498779e-02,8.234230428934097290e-02,8.443976938724517822e-02,8.654447644948959351e-02,8.865091204643249512e-02,9.075999259948730469e-02,9.286491572856903076e-02,9.492809325456619263e-02,9.706788510084152222e-02,9.916933625936508179e-02
1.170281320810317993e-01,1.212512031197547913e-01,1.254649162292480469e-01,1.296702772378921509e-01,1.338842958211898804e-01,1.380780041217803955e-01,1.422958523035049438e-01,1.464767158031463623e-01,1.506926864385604858e-01,1.549204885959625244e-01,1.591406166553497314e-01,1.633442342281341553e-01,1.675586104393005371e-01,1.717511862516403198e-01,1.759756505489349365e-01,1.801857501268386841e-01,1.843968480825424194e-01,1.886018663644790649e-01,1.927877515554428101e-01,1.970145404338836670e-01
1.742868274450302124e-01,1.806036084890365601e-01,1.869065314531326294e-01,1.932406723499298096e-01,1.995397210121154785e-01,2.058375179767608643e-01,2.121721655130386353e-01,2.184580713510513306e-01,2.247714847326278687e-01,2.311205416917800903e-01,2.374473661184310913e-01,2.437574118375778198e-01,2.500776350498199463e-01,2.563670277595520020e-01,2.626995146274566650e-01,2.690163850784301758e-01,2.753327786922454834e-01,2.816299796104431152e-01,2.879348993301391602e-01,2.942516207695007324e-01
2.294225245714187622e-01,2.378417849540710449e-01,2.462356090545654297e-01,2.546845376491546631e-01,2.630826830863952637e-01,2.715751528739929199e-01,2.798870503902435303e-01,2.884180247783660889e-01,2.968028783798217773e-01,3.051546216011047363e-01,3.135777413845062256e-01,3.219707906246185303e-01,3.304127156734466553e-01,3.389105796813964844e-01,3.472278416156768799e-01,3.556217849254608154e-01,3.640677630901336670e-01,3.725642263889312744e-01,3.809771239757537842e-01,3.894091248512268066e-01
2.821055948734283447e-01,2.926144897937774658e-01,3.031620681285858154e-01,3.137016594409942627e-01,3.241796493530273438e-01,3.346962630748748779e-01,3.452623486518859863e-01,3.557448983192443848e-01,3.662987947463989258e-01,3.768373131752014160e-01,3.873752653598785400e-01,3.979198336601257324e-01,4.084286689758300781e-01,4.188874065876007080e-01,4.294575750827789307e-01,4.400454461574554443e-01,4.504525363445281982e-01,4.609841108322143555e-01,4.714905023574829102e-01,4.820125997066497803e-01
3.334445953369140625e-01,3.460713326930999756e-01,3.587158322334289551e-01,3.713556826114654541e-01,3.839845955371856689e-01,3.966211080551147461e-01,4.092553853988647461e-01,4.218698143959045410e-01,4.345130622386932373e-01,4.471141397953033447e-01,4.597786366939544678e-01,4.724186062812805176e-01,4.850474298000335693e-01,4.976458549499511719e-01,5.103004574775695801e-01,5.229053497314453125e-01,5.355417728424072266e-01,5.481628775596618652e-01,5.607661008834838867e-01,5.733635425567626953e-01
3.832025527954101562e-01,3.979293107986450195e-01,4.126814901828765869e-01,4.274213016033172607e-01,4.421515762805938721e-01,4.568849205970764160e-01,4.716239869594573975e-01,4.863540232181549072e-01,5.010890364646911621e-01,5.158221721649169922e-01,5.305581688880920410e-01,5.452815294265747070e-01,5.600551962852478027e-01,5.747687816619873047e-01,5.895027518272399902e-01,6.042532324790954590e-01,6.189767718315124512e-01,6.337050199508666992e-01,6.484491229057312012e-01,6.631398200988769531e-01
4.313847720623016357e-01,4.482347071170806885e-01,4.650753736495971680e-01,4.818951189517974854e-01,4.987540841102600098e-01,5.156012773513793945e-01,5.324152708053588867e-01,5.492891669273376465e-01,5.661010146141052246e-01,5.829370021820068359e-01,5.998038649559020996e-01,6.166248917579650879e-01,6.334828138351440430e-01,6.503145694732666016e-01,6.671540737152099609e-01,6.840134859085083008e-01,7.008349895477294922e-01,7.176840305328369141e-01,7.345271706581115723e-01,7.513608336448669434e-01
4.779916405677795410e-01,4.969554245471954346e-01,5.159006714820861816e-01,5.348284244537353516e-01,5.537711977958679199e-01,5.727380514144897461e-01,5.916609764099121094e-01,6.106182932853698730e-01,6.295802593231201172e-01,6.485075950622558594e-01,6.674523353576660156e-01,6.864076852798461914e-01,7.053560018539428711e-01,7.242846488952636719e-01,7.432455420494079590e-01,7.621658444404602051e-01,7.811217904090881348e-01,8.000720143318176270e-01,8.190028667449951172e-01,8.379594683647155762e-01
5.230353474617004395e-01,5.441091060638427734e-01,5.651562213897705078e-01,5.861912369728088379e-01,6.072537302970886230e-01,6.282930374145507812e-01,6.493350863456726074e-01,6.704022288322448730e-01,6.914477944374084473e-01,7.124879360198974609e-01,7.335440516471862793e-01,7.546057701110839844e-01,7.756419777870178223e-01,7.967007160186767578e-01,8.177525997161865234e-01,8.388239741325378418e-01,8.598577380180358887e-01,8.808920383453369141e-01,9.019353985786437988e-01,9.229786992073059082e-01
5.665253400802612305e-01,5.896718502044677734e-01,6.128172874450683594e-01,6.359835863113403320e-01,6.591314673423767090e-01,6.822891831398010254e-01,7.054463028907775879e-01,7.286001443862915039e-01,7.517610192298889160e-01,7.748930454254150391e-01,7.980593442916870117e-01,8.212234377861022949e-01,8.443844318389892578e-01,8.675376176834106445e-01,8.906851410865783691e-01,9.138365983963012695e-01,9.369858503341674805e-01,9.601475596427917480e-01,9.833106994628906250e-01,1.006474852561950684e+00
6.084198355674743652e-01,6.336609125137329102e-01,6.589447259902954102e-01,6.841850280761718750e-01,7.094618678092956543e-01,7.347140908241271973e-01,7.599776983261108398e-01,7.852421402931213379e-01,8.104956746101379395e-01,8.357594609260559082e-01,8.610215187072753906e-01,8.862777352333068848e-01,9.115326404571533203e-01,9.368001818656921387e-01,9.620524048805236816e-01,9.872973561286926270e-01,1.012583017349243164e+00,1.037838935852050781e+00,1.063084602355957031e+00,1.088354110717773438e+00
6.487459540367126465e-01,6.761206984519958496e-01,7.034740447998046875e-01,7.308489084243774414e-01,7.582082152366638184e-01,7.855685949325561523e-01,8.129171133041381836e-01,8.403080701828002930e-01,8.676634430885314941e-01,8.950322866439819336e-01,9.223910570144653320e-01,9.497532844543457031e-01,9.771203994750976562e-01,1.004482626914978027e+00,1.031857967376708984e+00,1.059208035469055176e+00,1.086575031280517578e+00,1.113941788673400879e+00,1.141313910484313965e+00,1.168692708015441895e+00
6.875053048133850098e-01,7.169838547706604004e-01,7.464538216590881348e-01,7.759182453155517578e-01,8.053834438323974609e-01,8.348542451858520508e-01,8.643162846565246582e-01,8.937990069389343262e-01,9.232552647590637207e-01,9.527345895767211914e-01,9.822056889533996582e-01,1.011665582656860352e+00,1.041145801544189453e+00,1.070615530014038086e+00,1.100063681602478027e+00,1.129545927047729492e+00,1.159013271331787109e+00,1.188495278358459473e+00,1.217938423156738281e+00,1.247430920600891113e+00
7.246959209442138672e-01,7.562857270240783691e-01,7.878399491310119629e-01,8.194256424903869629e-01,8.510010838508605957e-01,8.825678229331970215e-01,9.141370654106140137e-01,9.457157254219055176e-01,9.773045182228088379e-01,1.008878111839294434e+00,1.040436387062072754e+00,1.072005510330200195e+00,1.103590250015258789e+00,1.135147571563720703e+00,1.166728973388671875e+00,1.198319792747497559e+00,1.229889035224914551e+00,1.261465191841125488e+00,1.293032884597778320e+00,1.324604511260986328e+00
7.603248357772827148e-01,7.939912676811218262e-01,8.276721835136413574e-01,8.613571524620056152e-01,8.950207829475402832e-01,9.287188053131103516e-01,9.623851180076599121e-01,9.960672855377197266e-01,1.029737472534179688e+00,1.063430547714233398e+00,1.097098350524902344e+00,1.130779862403869629e+00,1.164461493492126465e+00,1.198139548301696777e+00,1.231798410415649414e+00,1.265469431877136230e+00,1.299187183380126953e+00,1.332866311073303223e+00,1.366506099700927734e+00,1.400196909904479980e+00
7.943669557571411133e-01,8.301494121551513672e-01,8.659328818321228027e-01,9.017134904861450195e-01,9.374923706054687500e-01,9.732878208160400391e-01,1.009067535400390625e+00,1.044857978820800781e+00,1.080621242523193359e+00,1.116431951522827148e+00,1.152209281921386719e+00,1.187976121902465820e+00,1.223765850067138672e+00,1.259532809257507324e+00,1.295335531234741211e+00,1.331122398376464844e+00,1.366905689239501953e+00,1.402692437171936035e+00,1.438460469245910645e+00,1.474249958992004395e+00
8.268427848815917969e-01,8.647331595420837402e-01,9.026275277137756348e-01,9.405044913291931152e-01,9.783921241760253906e-01,1.016280889511108398e+00,1.054169774055480957e+00,1.092055559158325195e+00,1.129931688308715820e+00,1.167839527130126953e+00,1.205712795257568359e+00,1.243614554405212402e+00,1.281495928764343262e+00,1.319383740425109863e+00,1.357268691062927246e+00,1.395151734352111816e+00,1.433063268661499023e+00,1.470936894416809082e+00,1.508816003799438477e+00,1.546727299690246582e+00
8.577546477317810059e-01,8.977500796318054199e-01,9.377424120903015137e-01,9.777313470840454102e-01,1.017709255218505859e+00,1.057713866233825684e+00,1.097723245620727539e+00,1.137694478034973145e+00,1.177687406539916992e+00,1.217691540718078613e+00,1.257682204246520996e+00,1.297676801681518555e+00,1.337645292282104492e+00,1.377643227577209473e+00,1.417644262313842773e+00,1.457643389701843262e+00,1.497633576393127441e+00,1.537629127502441406e+00,1.577623963356018066e+00,1.617596149444580078e+00
