,INTERNAL_O3,WEAK_FF
TOY_NOSTOP,0.22527769207954407,0.3003229796886444
TOY_STOP,0.516821563243866,0.5388007164001465
SIMULATION_NOSTOP,0.22906069457530975,0.14577209949493408
SIMULATION_STOP,0.07219855487346649,0.12084274739027023
