,INTERNAL_O3,WEAK_FF
TOY_NOSTOP,0.0023162614088505507,0.0028975708410143852
TOY_STOP,0.050182413309812546,0.0040036896243691444
SIMULATION_NOSTOP,0.002497689099982381,0.0027595714200288057
SIMULATION_STOP,0.015322579070925713,0.008417487144470215
