,INTERNAL_O3,WEAK_FF
TOY_NOSTOP,0.23787179589271545,0.3422045409679413
TOY_STOP,0.5190264582633972,0.580603301525116
SIMULATION_NOSTOP,0.17527034878730774,0.15344811975955963
SIMULATION_STOP,0.037631046026945114,0.1466807872056961
