,INTERNAL_O3,WEAK_FF
TOY_NOSTOP,0.0007532114395871758,0.0007385056233033538
TOY_STOP,0.049775879830121994,0.0017022027168422937
SIMULATION_NOSTOP,0.002453728811815381,0.0023899951484054327
SIMULATION_STOP,0.004488265607506037,0.005430411081761122
