,INTERNAL_O3,WEAK_FF
TOY_NOSTOP,0.24333812296390533,0.6033289432525635
TOY_STOP,0.4231302738189697,0.6432678699493408
SIMULATION_NOSTOP,0.15060658752918243,0.12066543847322464
SIMULATION_STOP,0.038604263216257095,0.13403868675231934
