,INTERNAL_O3,WEAK_FF
TOY_NOSTOP,0.0040985275991261005,0.06043866276741028
TOY_STOP,0.052216049283742905,0.037954285740852356
SIMULATION_NOSTOP,0.003066865261644125,0.0038706217892467976
SIMULATION_STOP,0.009370631538331509,0.011834459379315376
