,BORDER_O1,INTERNAL_O3,WEAK_FF
TOY_NOSTOP,0.22224067151546478,0.08657380938529968,0.2710294723510742
TOY_STOP,0.7088614106178284,0.11598838120698929,0.23568055033683777
SIMULATION_NOSTOP,0.9148648381233215,0.9103726148605347,0.16138114035129547
SIMULATION_STOP,0.33718472719192505,0.4238331615924835,0.8193966746330261
