,BORDER_O1,INTERNAL_O3,WEAK_FF
TOY_NOSTOP,0.0020610233768820763,0.003724596928805113,0.004655558615922928
TOY_STOP,0.08934078365564346,0.018276982009410858,0.00950420368462801
SIMULATION_NOSTOP,0.8638909459114075,0.13164269924163818,0.0032471849117428064
SIMULATION_STOP,3.4928317070007324,0.052677907049655914,0.05618704855442047
