,BORDER_O1,INTERNAL_O3,WEAK_FF
TOY_NOSTOP,0.22224067151546478,0.036316096782684326,0.26447227597236633
TOY_STOP,0.7088614106178284,0.06723938882350922,0.4232650399208069
SIMULATION_NOSTOP,0.9148648381233215,0.3886600732803345,0.16807135939598083
SIMULATION_STOP,0.33718472719192505,0.45398953557014465,0.82729572057724
