,BORDER_O1,INTERNAL_O3,WEAK_FF
TOY_NOSTOP,0.0020610233768820763,0.003086597193032503,0.0017728394595906138
TOY_STOP,0.08934078365564346,0.02126666158437729,0.0038995686918497086
SIMULATION_NOSTOP,0.8638909459114075,0.15368574857711792,0.0014262782642617822
SIMULATION_STOP,3.4928317070007324,0.05333145707845688,0.02693193592131138
