,BORDER_O1,INTERNAL_O3,WEAK_FF
TOY_NOSTOP,0.22224067151546478,0.09113230556249619,0.23943959176540375
TOY_STOP,0.7088614106178284,0.3946845829486847,0.06886324286460876
SIMULATION_NOSTOP,0.9148648381233215,0.35597312450408936,0.14585578441619873
SIMULATION_STOP,0.33718472719192505,0.324574738740921,0.6133646965026855
