0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.399996113032102585e-03,6.610522046685218811e-03,6.821048445999622345e-03,7.031574845314025879e-03,7.242101710289716721e-03,7.452627643942832947e-03,7.663154043257236481e-03,7.873679511249065399e-03,8.084206841886043549e-03,8.294733241200447083e-03,8.505259640514850616e-03,8.715786039829254150e-03,8.926311507821083069e-03,9.136837907135486603e-03,9.347364306449890137e-03,9.557890705764293671e-03,9.768417105078697205e-03,9.978943504393100739e-03,1.018946990370750427e-02,1.039999537169933319e-02
1.279998384416103363e-02,1.322103571146726608e-02,1.364208944141864777e-02,1.406314224004745483e-02,1.448419503867626190e-02,1.490524690598249435e-02,1.532629970461130142e-02,1.574735157191753387e-02,1.616840437054634094e-02,1.658945716917514801e-02,1.701050996780395508e-02,1.743156276643276215e-02,1.785261370241641998e-02,1.827366836369037628e-02,1.869472116231918335e-02,1.911577396094799042e-02,1.953682675957679749e-02,1.995787955820560455e-02,2.037893235683441162e-02,2.079998329281806946e-02
1.919996365904808044e-02,1.983154192566871643e-02,2.046312205493450165e-02,2.109470032155513763e-02,2.172628045082092285e-02,2.235785871744155884e-02,2.298943698406219482e-02,2.362101525068283081e-02,2.425259537994861603e-02,2.488417550921440125e-02,2.551575377583503723e-02,2.614733390510082245e-02,2.677891030907630920e-02,2.741048857569694519e-02,2.804206870496273041e-02,2.867364883422851562e-02,2.930522710084915161e-02,2.993680723011493683e-02,3.056838549673557281e-02,3.119996376335620880e-02
2.559993602335453033e-02,2.644203975796699524e-02,2.728414535522460938e-02,2.812625281512737274e-02,2.896835841238498688e-02,2.981046214699745178e-02,3.065256774425506592e-02,3.149467334151268005e-02,3.233677893877029419e-02,3.317888453602790833e-02,3.402099013328552246e-02,3.486309573054313660e-02,3.570519760251045227e-02,3.654730319976806641e-02,3.738940879702568054e-02,3.823151439428329468e-02,3.907361999154090881e-02,3.991572558879852295e-02,4.075783118605613708e-02,4.159993305802345276e-02
3.199990093708038330e-02,3.305253013968467712e-02,3.410516306757926941e-02,3.515779599547386169e-02,3.621042892336845398e-02,3.726305812597274780e-02,3.831569105386734009e-02,3.936832025647163391e-02,4.042095318436622620e-02,4.147358611226081848e-02,4.252621531486511230e-02,4.357884824275970459e-02,4.463147744536399841e-02,4.568411037325859070e-02,4.673673957586288452e-02,4.778937250375747681e-02,4.884200543165206909e-02,4.989463835954666138e-02,5.094727128744125366e-02,5.199989676475524902e-02
3.839985653758049011e-02,3.966301307082176208e-02,4.092616960406303406e-02,4.218932986259460449e-02,4.345249012112617493e-02,4.471564665436744690e-02,4.597880318760871887e-02,4.724195972084999084e-02,4.850511997938156128e-02,4.976827651262283325e-02,5.103143677115440369e-02,5.229459330439567566e-02,5.355774611234664917e-02,5.482090637087821960e-02,5.608406662940979004e-02,5.734722316265106201e-02,5.861038342118263245e-02,5.987354367971420288e-02,6.113670021295547485e-02,6.239985302090644836e-02
4.479980468750000000e-02,4.627348482608795166e-02,4.774717241525650024e-02,4.922085627913475037e-02,5.069454386830329895e-02,5.216822400689125061e-02,5.364190787076950073e-02,5.511559173464775085e-02,5.658927559852600098e-02,5.806296318769454956e-02,5.953664705157279968e-02,6.101033091545104980e-02,6.248401105403900146e-02,6.395769864320755005e-02,6.543137878179550171e-02,6.690506637096405029e-02,6.837875396013259888e-02,6.985243409872055054e-02,7.132612168788909912e-02,7.279980182647705078e-02
5.119974538683891296e-02,5.288395285606384277e-02,5.456816405057907104e-02,5.625237524509429932e-02,5.793658643960952759e-02,5.962079763412475586e-02,6.130500882863998413e-02,6.298921257257461548e-02,6.467342376708984375e-02,6.635764241218566895e-02,6.804185360670089722e-02,6.972606480121612549e-02,7.141026854515075684e-02,7.309447973966598511e-02,7.477869093418121338e-02,7.646290212869644165e-02,7.814711332321166992e-02,7.983132451772689819e-02,8.151553571224212646e-02,8.319973945617675781e-02
5.759967863559722900e-02,5.949440971016883850e-02,6.138914823532104492e-02,6.328389048576354980e-02,6.517862528562545776e-02,6.707336008548736572e-02,6.896809488534927368e-02,7.086282968521118164e-02,7.275757193565368652e-02,7.465230673551559448e-02,7.654704898595809937e-02,7.844178378582000732e-02,8.033651113510131836e-02,8.223125338554382324e-02,8.412598818540573120e-02,8.602073043584823608e-02,8.791546523571014404e-02,8.981020748615264893e-02,9.170494228601455688e-02,9.359966963529586792e-02
