-inf,1.000000014901161194e-01,1.526315808296203613e-01,2.052631527185440063e-01,2.578947246074676514e-01,3.105263113975524902e-01,3.631578981876373291e-01,4.157894849777221680e-01,4.684210419654846191e-01,5.210526585578918457e-01,5.736842155456542969e-01,6.263157725334167480e-01,6.789473891258239746e-01,7.315789461135864258e-01,7.842105031013488770e-01,8.368421196937561035e-01,8.894736766815185547e-01,9.421052336692810059e-01,9.947368502616882324e-01,1.047368407249450684e+00,1.100000023841857910e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-02,3.999600186944007874e-03,6.104863248765468597e-03,8.210126310586929321e-03,1.031538937240839005e-02,1.242065243422985077e-02,1.452591549605131149e-02,1.663117855787277222e-02,1.873644255101680756e-02,2.084170654416084290e-02,2.294696867465972900e-02,2.505223080515861511e-02,2.715749479830265045e-02,2.926275692880153656e-02,3.136802092194557190e-02,3.347328305244445801e-02,3.557854890823364258e-02,3.768381103873252869e-02,3.978907316923141479e-02,4.189433529973030090e-02,4.399960115551948547e-02
8.000000000000000167e-02,7.998400367796421051e-03,1.220892649143934250e-02,1.641945168375968933e-02,2.062997780740261078e-02,2.484050579369068146e-02,2.905103191733360291e-02,3.326155990362167358e-02,3.747208416461944580e-02,4.168261215090751648e-02,4.589313641190528870e-02,5.010366067290306091e-02,5.431419238448143005e-02,5.852471664547920227e-02,6.273523718118667603e-02,6.694576889276504517e-02,7.115629315376281738e-02,7.536681741476058960e-02,7.957734912633895874e-02,8.378787338733673096e-02,8.799840509891510010e-02
1.199999999999999956e-01,1.199640054255723953e-02,1.831218972802162170e-02,2.462797798216342926e-02,3.094376623630523682e-02,3.725955635309219360e-02,4.357534646987915039e-02,4.989113658666610718e-02,5.620692670345306396e-02,6.252271682024002075e-02,6.883850693702697754e-02,7.515428960323333740e-02,8.147008717060089111e-02,8.778586983680725098e-02,9.410165995359420776e-02,1.004174575209617615e-01,1.067332401871681213e-01,1.130490303039550781e-01,1.193648204207420349e-01,1.256806105375289917e-01,1.319964081048965454e-01
1.600000000000000033e-01,1.599360071122646332e-02,2.441465295851230621e-02,3.283570334315299988e-02,4.125675559043884277e-02,4.967781156301498413e-02,5.809886381030082703e-02,6.651991605758666992e-02,7.494096457958221436e-02,8.336202800273895264e-02,9.178307652473449707e-02,1.002041250467300415e-01,1.086251810193061829e-01,1.170462295413017273e-01,1.254672855138778687e-01,1.338883340358734131e-01,1.423093825578689575e-01,1.507304310798645020e-01,1.591514945030212402e-01,1.675725430250167847e-01,1.759936064481735229e-01
2.000000000000000111e-01,1.999000087380409241e-02,3.051631525158882141e-02,4.104262962937355042e-02,5.156894400715827942e-02,6.209526211023330688e-02,7.262157648801803589e-02,8.314789831638336182e-02,9.367420524358749390e-02,1.042005345225334167e-01,1.147268414497375488e-01,1.252531558275222778e-01,1.357794851064682007e-01,1.463057845830917358e-01,1.568320989608764648e-01,1.673584282398223877e-01,1.778847426176071167e-01,1.884110420942306519e-01,1.989373713731765747e-01,2.094636857509613037e-01,2.199900001287460327e-01
2.399999999999999911e-01,2.398560009896755219e-02,3.661717846989631653e-02,4.924875497817993164e-02,6.188033521175384521e-02,7.451191544532775879e-02,8.714349567890167236e-02,9.977507591247558594e-02,1.124066486954689026e-01,1.250382363796234131e-01,1.376698166131973267e-01,1.503013819456100464e-01,1.629329770803451538e-01,1.755645424127578735e-01,1.881961226463317871e-01,2.008277028799057007e-01,2.134592831134796143e-01,2.260908633470535278e-01,2.387224435806274414e-01,2.513540089130401611e-01,2.639856040477752686e-01
2.800000000000000266e-01,2.798040024936199188e-02,4.271724447607994080e-02,5.745408311486244202e-02,7.219092547893524170e-02,8.692776411771774292e-02,1.016646102070808411e-01,1.164014562964439392e-01,1.311382949352264404e-01,1.458751410245895386e-01,1.606119871139526367e-01,1.753488183021545410e-01,1.900856643915176392e-01,2.048225104808807373e-01,2.195593416690826416e-01,2.342961877584457397e-01,2.490330338478088379e-01,2.637698650360107422e-01,2.785067260265350342e-01,2.932435572147369385e-01,3.079804182052612305e-01
3.200000000000000067e-01,3.197440132498741150e-02,4.881650581955909729e-02,6.565860658884048462e-02,8.250071108341217041e-02,9.934282302856445312e-02,1.161849275231361389e-01,1.330270320177078247e-01,1.498691290616989136e-01,1.667112559080123901e-01,1.835533529520034790e-01,2.003954499959945679e-01,2.172375619411468506e-01,2.340796589851379395e-01,2.509217560291290283e-01,2.677638828754425049e-01,2.846059799194335938e-01,3.014480769634246826e-01,3.182902038097381592e-01,3.351323008537292480e-01,3.519743978977203369e-01
3.599999999999999867e-01,3.596759960055351257e-02,5.491496995091438293e-02,7.386233657598495483e-02,9.280969947576522827e-02,1.117570698261260986e-01,1.307044476270675659e-01,1.496518105268478394e-01,1.685991734266281128e-01,1.875465512275695801e-01,2.064939141273498535e-01,2.254412770271301270e-01,2.443886548280715942e-01,2.633360326290130615e-01,2.822833955287933350e-01,3.012307584285736084e-01,3.201781213283538818e-01,3.391254842281341553e-01,3.580728769302368164e-01,3.770202398300170898e-01,3.959676027297973633e-01
4.000000000000000222e-01,3.996000066399574280e-02,6.101263314485549927e-02,8.206526190042495728e-02,1.031178906559944153e-01,1.241705268621444702e-01,1.452231556177139282e-01,1.662757992744445801e-01,1.873284131288528442e-01,2.083810567855834961e-01,2.294336855411529541e-01,2.504863142967224121e-01,2.715389430522918701e-01,2.925915718078613281e-01,3.136442005634307861e-01,3.346968591213226318e-01,3.557494580745697021e-01,3.768020868301391602e-01,3.978547453880310059e-01,4.189073741436004639e-01,4.399600028991699219e-01
4.400000000000000022e-01,4.395160079002380371e-02,6.710949540138244629e-02,9.026739001274108887e-02,1.134252771735191345e-01,1.365831792354583740e-01,1.597410738468170166e-01,1.828989684581756592e-01,2.060568630695343018e-01,2.292147725820541382e-01,2.523726522922515869e-01,2.755305469036102295e-01,2.986884415149688721e-01,3.218463361263275146e-01,3.450042307376861572e-01,3.681621253490447998e-01,3.913200199604034424e-01,4.144779145717620850e-01,4.376358091831207275e-01,4.607937037944793701e-01,4.839515984058380127e-01
4.799999999999999822e-01,4.794239997863769531e-02,7.320556044578552246e-02,9.846871346235275269e-02,1.237318664789199829e-01,1.489950269460678101e-01,1.742581874132156372e-01,1.995213478803634644e-01,2.247844934463500977e-01,2.500476837158203125e-01,2.753108143806457520e-01,3.005739748477935791e-01,3.258371353149414062e-01,3.511002957820892334e-01,3.763634562492370605e-01,4.016266167163848877e-01,4.268897771835327148e-01,4.521529078483581543e-01,4.774160981178283691e-01,5.026792287826538086e-01,5.279424190521240234e-01
5.200000000000000178e-01,5.193240195512771606e-02,7.930082082748413086e-02,1.066692396998405457e-01,1.340376585721969604e-01,1.614060848951339722e-01,1.887745112180709839e-01,2.161429375410079956e-01,2.435113489627838135e-01,2.708797752857208252e-01,2.982482016086578369e-01,3.256165981292724609e-01,3.529850542545318604e-01,3.803534507751464844e-01,4.077218472957611084e-01,4.350903034210205078e-01,4.624586999416351318e-01,4.898271262645721436e-01,5.171955823898315430e-01,5.445639491081237793e-01,5.719324350357055664e-01
5.600000000000000533e-01,5.592159926891326904e-02,8.539528399705886841e-02,1.148689687252044678e-01,1.443426460027694702e-01,1.738163381814956665e-01,2.032900303602218628e-01,2.327637076377868652e-01,2.622373700141906738e-01,2.917110919952392578e-01,3.211847543716430664e-01,3.506584465503692627e-01,3.801321387290954590e-01,4.096058011054992676e-01,4.390794932842254639e-01,4.685531854629516602e-01,4.980268478393554688e-01,5.275005102157592773e-01,5.569742321968078613e-01,5.864478945732116699e-01,6.159216165542602539e-01
5.999999999999999778e-01,5.990999937057495117e-02,9.148894995450973511e-02,1.230678930878639221e-01,1.546468287706375122e-01,1.862257868051528931e-01,2.178047448396682739e-01,2.493836879730224609e-01,2.809626162052154541e-01,3.125416040420532227e-01,3.441205322742462158e-01,3.756994605064392090e-01,4.072784483432769775e-01,4.388573765754699707e-01,4.704363048076629639e-01,5.020152926445007324e-01,5.335941910743713379e-01,5.651731491088867188e-01,5.967521071434020996e-01,6.283310651779174805e-01,6.599100232124328613e-01
6.400000000000000133e-01,6.389760226011276245e-02,9.758181124925613403e-02,1.312660127878189087e-01,1.649502217769622803e-01,1.986344456672668457e-01,2.323186546564102173e-01,2.660028636455535889e-01,2.996870577335357666e-01,3.333713114261627197e-01,3.670555055141448975e-01,4.007396996021270752e-01,4.344239234924316406e-01,4.681081175804138184e-01,5.017923116683959961e-01,5.354765653610229492e-01,5.691607594490051270e-01,6.028449535369873047e-01,6.365292072296142578e-01,6.702134013175964355e-01,7.038975954055786133e-01
6.800000000000000488e-01,6.788440048694610596e-02,1.036738753318786621e-01,1.394633501768112183e-01,1.752528101205825806e-01,2.110422849655151367e-01,2.468317747116088867e-01,2.826212644577026367e-01,3.184106945991516113e-01,3.542002141475677490e-01,3.899896740913391113e-01,4.257791340351104736e-01,4.615686237812042236e-01,4.973580837249755859e-01,5.331475138664245605e-01,5.689370632171630859e-01,6.047264933586120605e-01,6.405159831047058105e-01,6.763054728507995605e-01,7.120949029922485352e-01,7.478843927383422852e-01
7.199999999999999734e-01,7.187040150165557861e-02,1.097651347517967224e-01,1.476598680019378662e-01,1.855546087026596069e-01,2.234493494033813477e-01,2.613440752029418945e-01,2.992388308048248291e-01,3.371335566043853760e-01,3.750283122062683105e-01,4.129230380058288574e-01,4.508177638053894043e-01,4.887125194072723389e-01,5.266072154045104980e-01,5.645019412040710449e-01,6.023967266082763672e-01,6.402914524078369141e-01,6.781861782073974609e-01,7.160809040069580078e-01,7.539756298065185547e-01,7.918704152107238770e-01
7.600000000000000089e-01,7.585559785366058350e-02,1.158556044101715088e-01,1.558555960655212402e-01,1.958555877208709717e-01,2.358555942773818970e-01,2.758556008338928223e-01,3.158556222915649414e-01,3.558555841445922852e-01,3.958556354045867920e-01,4.358555972576141357e-01,4.758555889129638672e-01,5.158556103706359863e-01,5.558555722236633301e-01,5.958555936813354492e-01,6.358556151390075684e-01,6.758555769920349121e-01,7.158555984497070312e-01,7.558556199073791504e-01,7.958555817604064941e-01,8.358556032180786133e-01
8.000000000000000444e-01,7.984000444412231445e-02,1.219452619552612305e-01,1.640505194664001465e-01,2.061557769775390625e-01,2.482610493898391724e-01,2.903663218021392822e-01,3.324715793132781982e-01,3.745768368244171143e-01,4.166821241378784180e-01,4.587873816490173340e-01,5.008926391601562500e-01,5.429978966712951660e-01,5.851031541824340820e-01,6.272084116935729980e-01,6.693136692047119141e-01,7.114189267158508301e-01,7.535241842269897461e-01,7.956295013427734375e-01,8.377346992492675781e-01,8.798400163650512695e-01
8.399999999999999689e-01,8.382359892129898071e-02,1.280341297388076782e-01,1.722446531057357788e-01,2.164551615715026855e-01,2.606657147407531738e-01,3.048762381076812744e-01,3.490867614746093750e-01,3.932972848415374756e-01,4.375078380107879639e-01,4.817183315753936768e-01,5.259288549423217773e-01,5.701394081115722656e-01,6.143499016761779785e-01,6.585603952407836914e-01,7.027710080146789551e-01,7.469815015792846680e-01,7.911919951438903809e-01,8.354025483131408691e-01,8.796130418777465820e-01,9.238235950469970703e-01
8.800000000000000044e-01,8.780640363693237305e-02,1.341221928596496582e-01,1.804379671812057495e-01,2.267537564039230347e-01,2.730695605278015137e-01,3.193853497505187988e-01,3.657011389732360840e-01,4.120169281959533691e-01,4.583327472209930420e-01,5.046485066413879395e-01,5.509642958641052246e-01,5.972800850868225098e-01,6.435958743095397949e-01,6.899116635322570801e-01,7.362274527549743652e-01,7.825432419776916504e-01,8.288590312004089355e-01,8.751748204231262207e-01,9.214906096458435059e-01,9.678063988685607910e-01
9.200000000000000400e-01,9.178840368986129761e-02,1.402094513177871704e-01,1.886305063962936401e-01,2.370515465736389160e-01,2.854726016521453857e-01,3.338936567306518555e-01,3.823147118091583252e-01,4.307357668876647949e-01,4.791568517684936523e-01,5.275778770446777344e-01,5.759989023208618164e-01,6.244199872016906738e-01,6.728410124778747559e-01,7.212620377540588379e-01,7.696831226348876953e-01,8.181042075157165527e-01,8.665252327919006348e-01,9.149463176727294922e-01,9.633673429489135742e-01,1.011788368225097656e+00
9.599999999999999645e-01,9.576959908008575439e-02,1.462959200143814087e-01,1.968222260475158691e-01,2.473485320806503296e-01,2.978748679161071777e-01,3.484011888504028320e-01,3.989275097846984863e-01,4.494538009166717529e-01,4.999801516532897949e-01,5.505064725875854492e-01,6.010327339172363281e-01,6.515591144561767578e-01,7.020853757858276367e-01,7.526116967201232910e-01,8.031380176544189453e-01,8.536643385887145996e-01,9.041905999183654785e-01,9.547169804573059082e-01,1.005243301391601562e+00,1.055769681930541992e+00
1.000000000000000000e+00,9.975000470876693726e-02,1.523815840482711792e-01,2.050131559371948242e-01,2.576447129249572754e-01,3.102762997150421143e-01,3.629078865051269531e-01,4.155394732952117920e-01,4.681710302829742432e-01,5.208026766777038574e-01,5.734342336654663086e-01,6.260657906532287598e-01,6.786974072456359863e-01,7.313289642333984375e-01,7.839605212211608887e-01,8.365921378135681152e-01,8.892236948013305664e-01,9.418552517890930176e-01,9.944868683815002441e-01,1.047118425369262695e+00,1.099750041961669922e+00
1.040000000000000036e+00,1.037295982241630554e-01,1.584664434194564819e-01,2.132032811641693115e-01,2.679401040077209473e-01,3.226769566535949707e-01,3.774138092994689941e-01,4.321506619453430176e-01,4.868874847888946533e-01,5.416243672370910645e-01,5.963611602783203125e-01,6.510980129241943359e-01,7.058348655700683594e-01,7.605717182159423828e-01,8.153085112571716309e-01,8.700454235076904297e-01,9.247822165489196777e-01,9.795190691947937012e-01,1.034255981445312500e+00,1.088992714881896973e+00,1.143729567527770996e+00
1.080000000000000071e+00,1.077084019780158997e-01,1.645505130290985107e-01,2.213926017284393311e-01,2.782346904277801514e-01,3.350768089294433594e-01,3.919189274311065674e-01,4.487610459327697754e-01,5.056031346321105957e-01,5.624452829360961914e-01,6.192873716354370117e-01,6.761294603347778320e-01,7.329716086387634277e-01,7.898136377334594727e-01,8.466557264328002930e-01,9.034978747367858887e-01,9.603399634361267090e-01,1.017182111740112305e+00,1.074024200439453125e+00,1.130866289138793945e+00,1.187708377838134766e+00
1.120000000000000107e+00,1.116864010691642761e-01,1.706337779760360718e-01,2.295811325311660767e-01,2.885285019874572754e-01,3.474758565425872803e-01,4.064232409000396729e-01,4.653706252574920654e-01,5.243179798126220703e-01,5.832653641700744629e-01,6.422127485275268555e-01,7.011600732803344727e-01,7.601074576377868652e-01,8.190548419952392578e-01,8.780021667480468750e-01,9.369495511054992676e-01,9.958969354629516602e-01,1.054844260215759277e+00,1.113791704177856445e+00,1.172739028930664062e+00,1.231686472892761230e+00
1.159999999999999920e+00,1.156636029481887817e-01,1.767162382602691650e-01,2.377688586711883545e-01,2.988214790821075439e-01,3.598741292953491211e-01,4.209267497062683105e-01,4.819793999195098877e-01,5.430319905281066895e-01,6.040846705436706543e-01,6.651372909545898438e-01,7.261899113655090332e-01,7.872425913810729980e-01,8.482951521873474121e-01,9.093477725982666016e-01,9.704004526138305664e-01,1.031453013420104980e+00,1.092505693435668945e+00,1.153558373451232910e+00,1.214610934257507324e+00,1.275663614273071289e+00
1.199999999999999956e+00,1.196400001645088196e-01,1.827978938817977905e-01,2.459557801485061646e-01,3.091136813163757324e-01,3.722715675830841064e-01,4.354294836521148682e-01,4.985873699188232422e-01,5.617452263832092285e-01,6.249032020568847656e-01,6.880610585212707520e-01,7.512189149856567383e-01,8.143768906593322754e-01,8.775347471237182617e-01,9.406926035881042480e-01,1.003850579261779785e+00,1.067008376121520996e+00,1.130166292190551758e+00,1.193324208259582520e+00,1.256482124328613281e+00,1.319640040397644043e+00
