,BORDER_O1,INTERNAL_O3,WEAK_FF
TOY_NOSTOP,0.0020610233768820763,0.003623396158218384,0.002614425029605627
TOY_STOP,0.08934078365564346,0.01835116371512413,0.007400417234748602
SIMULATION_NOSTOP,0.8638909459114075,0.04730869084596634,0.0019162583630532026
SIMULATION_STOP,3.4928317070007324,0.051393453031778336,0.2149728685617447
