,BORDER_O1,INTERNAL_O3,STRONG_FF,WEAK_FF
ARTIFICIAL_NOSTOP,0.22224067151546478,0.08657380938529968,0.3061552941799164,0.2710294723510742
ARTIFICIAL_STOP,0.7088614106178284,0.11598838120698929,0.3182435929775238,0.23568055033683777
SIMULATION_NOSTOP,0.9148648381233215,0.3387053906917572,0.0955694243311882,0.14780566096305847
SIMULATION_STOP,0.3228912353515625,0.31131479144096375,0.367464542388916,0.24004106223583221
