,BORDER_O1,INTERNAL_O3,STRONG_FF,WEAK_FF
ARTIFICIAL_NOSTOP,0.22224067151546478,0.08827369660139084,0.6189776659011841,0.09206537157297134
ARTIFICIAL_STOP,0.7088614106178284,0.17528977990150452,0.21368452906608582,0.38377824425697327
SIMULATION_NOSTOP,0.9148648381233215,0.3407113254070282,0.07942095398902893,0.20324501395225525
SIMULATION_STOP,0.3228912353515625,0.4079544246196747,0.4846636950969696,0.6782882213592529
