,BORDER_O1,INTERNAL_O3,STRONG_FF,WEAK_FF
ARTIFICIAL_NOSTOP,0.0020610233768820763,0.008886792697012424,0.005455703940242529,0.013175216503441334
ARTIFICIAL_STOP,0.08934078365564346,0.020641768351197243,0.006540822796523571,0.013682836666703224
SIMULATION_NOSTOP,0.8638909459114075,0.13179896771907806,0.003326485864818096,0.008352788165211678
SIMULATION_STOP,3.4689221382141113,0.054475124925374985,0.01655742898583412,0.038444049656391144
