,BORDER_O1,INTERNAL_O3,STRONG_FF,WEAK_FF
ARTIFICIAL_NOSTOP,0.22224067151546478,0.036316096782684326,0.4324325621128082,0.26447227597236633
ARTIFICIAL_STOP,0.7088614106178284,0.06723938882350922,0.2309853434562683,0.4232650399208069
SIMULATION_NOSTOP,0.9148648381233215,0.3900524377822876,0.09070517122745514,0.15765643119812012
SIMULATION_STOP,0.3228912353515625,0.3784659504890442,0.40273138880729675,0.4638369381427765
