,BORDER_O1,INTERNAL_O3,STRONG_FF,WEAK_FF
ARTIFICIAL_NOSTOP,0.0020610233768820763,0.003724596928805113,0.0029729821253567934,0.004655558615922928
ARTIFICIAL_STOP,0.08934078365564346,0.018276982009410858,0.004220961127430201,0.00950420368462801
SIMULATION_NOSTOP,0.8638909459114075,0.16515327990055084,0.001991541124880314,0.0034344654995948076
SIMULATION_STOP,3.4689221382141113,0.05376167967915535,0.014995523728430271,0.1220344677567482
