0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.084700341049593231e+00,7.961528674560556240e-01,4.144530898074931247e-01,9.338426404494461295e-05,-9.001699011502759082e-05,2.411022012141234033e-05,-9.639417415304959436e-01
2.000000000000000000e+00,1.084788981044281009e+00,7.960668240716902710e-01,4.144521714920181288e-01,9.838679898414294208e-05,-8.663455268634910405e-05,2.240201815671245825e-05,-8.805505777285430602e-01
3.000000000000000000e+00,1.084878796311354421e+00,7.959813015000533065e-01,4.144522207029247562e-01,1.007768096587306436e-04,-8.355952324202691318e-05,2.500655040754919646e-05,-8.291542818729017439e-01
4.000000000000000000e+00,1.084967922777012150e+00,7.958955744133903165e-01,4.144526292674548529e-01,9.534356459820314924e-05,-8.959380677818754490e-05,2.319575991890139593e-05,-9.396943270975210982e-01
5.000000000000000000e+00,1.085057806038346229e+00,7.958093120454851066e-01,4.144517841873203157e-01,1.024612491381096452e-04,-8.349754805641186172e-05,2.362120041852133409e-05,-8.149183106665407461e-01
6.000000000000000000e+00,1.085147761408336242e+00,7.957235549084811232e-01,4.144527249523302648e-01,9.624338850761051582e-05,-8.872582282626249016e-05,2.454011358211648591e-05,-9.218900560556055890e-01
7.000000000000000000e+00,1.085237335515237156e+00,7.956370092436899633e-01,4.144522452640037602e-01,9.831630422147269184e-05,-8.814479250607087446e-05,2.256165766837119153e-05,-8.965429813910731349e-01
8.000000000000000000e+00,1.085328034131358921e+00,7.955507442857974176e-01,4.144521634378249830e-01,1.030670372923899955e-04,-8.286764467939907537e-05,2.512197311919739064e-05,-8.040169471866408513e-01
9.000000000000000000e+00,1.085417905826584928e+00,7.954644588277859363e-01,4.144528612187787786e-01,9.541196752215807869e-05,-9.066327074815902281e-05,2.340882946557862332e-05,-9.502295477462380235e-01
1.000000000000000000e+01,1.085508290071018234e+00,7.953774719363072565e-01,4.144518559245521372e-01,1.025570906050841052e-04,-8.481086943359038548e-05,2.315428841571923047e-05,-8.269625135932436866e-01
