0.000000000000000000e+00,8.984989922592996336e-01,6.860212910447294199e-01,4.140225615972238926e-01,2.000000029802322544e-03,4.000000059604645088e-03,4.000000000000000083e-02,2.000000000000000000e+00
1.000000000000000000e+00,9.004987823044977580e-01,6.900208711351258906e-01,4.457785661664608878e-01,1.999600071793282939e-03,3.999200143586565878e-03,2.429764879908614603e-02,2.000000000000000000e+00
2.000000000000000000e+00,8.953759172457520510e-01,6.911383618779777249e-01,4.646694223258069911e-01,-2.391438581941084801e-02,-6.503883892393920278e-03,1.867668898347501355e-02,2.719653325620782769e-01
3.000000000000000000e+00,8.514712320728489159e-01,6.777407241435179364e-01,4.842931101324531862e-01,-4.570265481210541991e-02,-1.400718805556335628e-02,1.300752871176834823e-02,3.064852165186085498e-01
4.000000000000000000e+00,8.057733756876087616e-01,6.637350067348514182e-01,4.890594774151136859e-01,-4.569351524082836125e-02,-1.400438691208162612e-02,-2.689424561688181798e-03,3.064852165186086608e-01
5.000000000000000000e+00,7.600846579140608794e-01,6.497320901755681000e-01,4.781305394835517197e-01,-4.568437749727365105e-02,-1.400158632876976651e-02,-1.838323877410187254e-02,3.064852165186086053e-01
6.000000000000000000e+00,7.144050769246749200e-01,6.357319739055568020e-01,4.515094350692329672e-01,-4.567524158107576920e-02,-1.399878630551576290e-02,-3.407391455321900908e-02,3.064852165186086053e-01
7.000000000000000000e+00,6.687346308922862415e-01,6.217346573648186991e-01,4.091993022759425336e-01,-4.566610749186928581e-02,-1.399598684220761981e-02,-4.976145252666036578e-02,3.064852165186087718e-01
8.000000000000000000e+00,6.230733179900949104e-01,6.077401399934667658e-01,3.512032785799109047e-01,-4.565697522928885421e-02,-1.399318793873335388e-02,-6.544585332192116855e-02,3.064852165186088273e-01
9.000000000000000000e+00,6.122888252428797529e-01,5.835527199297763090e-01,2.979215080701250740e-01,7.956120531785333336e-03,-2.947715355094004605e-02,-4.730187391179575124e-02,-3.704965684365448819e+00
1.000000000000000000e+01,6.202441104432679930e-01,5.540786612529982058e-01,2.423848047521411642e-01,7.954529474745253639e-03,-2.947125873920469763e-02,-6.298676657113212729e-02,-3.704965684365450596e+00
1.100000000000000000e+01,6.281978047536648235e-01,5.246104967690455867e-01,1.711648555677834360e-01,7.952938735883175250e-03,-2.946536510630789335e-02,-7.866852258129525266e-02,-3.704965684365448375e+00
1.200000000000000000e+01,6.361499084922148661e-01,4.951482252992038258e-01,8.426479683690102362e-02,7.951348315135466777e-03,-2.945947265201392939e-02,-9.434714256954911116e-02,-3.704965684365448375e+00
1.300000000000000000e+01,6.446636102235603349e-01,4.651409726343868067e-01,1.266122863498485469e-02,9.980533885149691156e-03,-3.194796278981926890e-02,-1.302679783433828564e-02,-3.201027435752261230e+00
1.400000000000000000e+01,6.486295558499156622e-01,4.540323336140463795e-01,1.835087771455582231e-02,1.549966842025626802e-03,-4.195823956494524644e-03,7.752446240897348587e-03,-2.707041107415607328e+00
1.500000000000000000e+01,6.491782658515783400e-01,4.526935972752129667e-01,2.221093249056436958e-02,-2.645498409274495730e-04,9.903723806259116455e-04,3.464840474951874009e-04,-3.743613593392832062e+00
1.600000000000000000e+01,6.481123631123458795e-01,4.559420715098846943e-01,1.921500998049699427e-02,-1.129635046327649110e-03,3.342333617371490151e-03,-3.505349203480976911e-03,-2.958772949048582124e+00
1.700000000000000000e+01,6.480584061285189490e-01,4.561009482902995682e-01,1.930734076990879566e-02,1.913902653226840932e-04,-5.639973792693947540e-04,7.287313659532745598e-04,-2.946844649170086150e+00
1.800000000000000000e+01,6.481840968714999152e-01,4.557314157831496848e-01,1.973564363431312696e-02,6.489991497861841456e-05,-1.904598813219286584e-04,2.047241828996733393e-04,-2.934670737005997232e+00
1.900000000000000000e+01,6.482144356890719994e-01,4.556424371720638189e-01,1.983280974915051578e-02,1.192695786398570542e-05,-3.495324825900588436e-05,4.039853848943299110e-05,-2.930608849097194657e+00
2.000000000000000000e+01,6.482199056343522781e-01,4.556264117267734837e-01,1.985238683356494588e-02,2.184522342554474916e-06,-6.397748543846881514e-06,8.526567554200771014e-06,-2.928671599836174533e+00
2.100000000000000000e+01,6.482209334273868473e-01,4.556234020601818147e-01,1.985662057651294693e-02,4.259261930505053557e-07,-1.247044900011159357e-06,1.893456744056738883e-06,-2.927842711620432414e+00
2.200000000000000000e+01,6.482211372955768436e-01,4.556228051973358339e-01,1.985756901231001265e-02,8.623016288035023773e-08,-2.524409650523369573e-07,4.278008878373110148e-07,-2.927525086582691838e+00
2.300000000000000000e+01,6.482211788949610032e-01,4.556226834164173178e-01,1.985778383563360436e-02,1.774916894201350740e-08,-5.195909578960218388e-08,9.712571792968055730e-08,-2.927410064062854200e+00
2.400000000000000000e+01,6.482211874826753206e-01,4.556226582768263533e-01,1.985783264006358781e-02,3.673735264625126785e-09,-1.075438017083163826e-08,2.207877317286791595e-08,-2.927369392777688706e+00
2.500000000000000000e+01,6.482211896623386593e-01,4.556226518961618566e-01,1.985784373619976437e-02,1.744440951354344801e-09,-5.106603949979926129e-09,5.020572095447886134e-09,-2.927358444557996542e+00
2.600000000000000000e+01,6.482211913772262246e-01,4.556226468760719017e-01,1.985784625949304355e-02,1.707307838544125380e-09,-4.997901300272505842e-09,1.141734384752290775e-09,-2.927358023808039444e+00
2.700000000000000000e+01,6.482211930840312553e-01,4.556226418796424094e-01,1.985784683332372444e-02,1.706676367880262935e-09,-4.996052746743652121e-09,2.596479219028396291e-10,-2.927358016299763666e+00
2.800000000000000000e+01,6.482211947906990623e-01,4.556226368836147622e-01,1.985784696382192349e-02,1.706665597512943251e-09,-4.996021217171037690e-09,5.904817160978993794e-11,-2.927358015800836100e+00
2.900000000000000000e+01,6.482211964973649820e-01,4.556226318875942205e-01,1.985784699349936108e-02,1.706665388266120869e-09,-4.996020604836095389e-09,1.342852604778656452e-11,-2.927358015921199819e+00
3.000000000000000000e+01,6.482211982040309017e-01,4.556226268915739563e-01,1.985784700024850052e-02,1.706665378355120288e-09,-4.996020575568692521e-09,3.053865706561751304e-12,-2.927358015772163036e+00
3.100000000000000000e+01,6.482211999106968214e-01,4.556226218955536922e-01,1.985784700178336304e-02,1.706665376669487913e-09,-4.996020570737512721e-09,6.944993190598220835e-13,-2.927358015832672411e+00
3.200000000000000000e+01,6.482212016173627411e-01,4.556226168995334280e-01,1.985784700213241022e-02,1.706665376307403249e-09,-4.996020569690450130e-09,1.579465799737079433e-13,-2.927358015840224592e+00
3.300000000000000000e+01,6.482212033240286608e-01,4.556226119035131639e-01,1.985784700221179463e-02,1.706665376238452988e-09,-4.996020569442859257e-09,3.592018555804256279e-14,-2.927358015813418479e+00
3.400000000000000000e+01,6.482212050306945805e-01,4.556226069074928997e-01,1.985784700222985311e-02,1.706665376222804799e-09,-4.996020569381813327e-09,8.168795441361498749e-15,-2.927358015804490066e+00
3.500000000000000000e+01,6.482212067373605002e-01,4.556226019114726355e-01,1.985784700223395399e-02,1.706665376207155576e-09,-4.996020569356293978e-09,1.859381150501869405e-15,-2.927358015816379666e+00
3.600000000000000000e+01,6.482212084440264199e-01,4.556225969154523714e-01,1.985784700223489074e-02,1.706665376209270677e-09,-4.996020569366307000e-09,4.219675701949895788e-16,-2.927358015818618764e+00
3.700000000000000000e+01,6.482212101506923396e-01,4.556225919194321072e-01,1.985784700223510238e-02,1.706665376193624969e-09,-4.996020569402964336e-09,9.355800182235497363e-17,-2.927358015866933894e+00
3.800000000000000000e+01,6.482212118573582593e-01,4.556225869234118431e-01,1.985784700223514401e-02,1.706665376204622335e-09,-4.996020569395208690e-09,2.264654590805612246e-17,-2.927358015843526395e+00
3.900000000000000000e+01,6.482212135640241790e-01,4.556225819273915789e-01,1.985784700223514401e-02,1.706665376224500106e-09,-4.996020569440741674e-09,2.023072476468321401e-17,-2.927358015836110550e+00
4.000000000000000000e+01,6.482212152706900987e-01,4.556225769313713148e-01,1.985784700223514401e-02,1.706665376226612518e-09,-4.996020569424100455e-09,2.023072476468321092e-17,-2.927358015822736359e+00
4.100000000000000000e+01,6.482212169773560184e-01,4.556225719353510506e-01,1.985784700223514401e-02,1.706665376228725551e-09,-4.996020569407455926e-09,2.008861763860244762e-17,-2.927358015809359504e+00
