,BORDER_O1,INTERNAL_O3,STRONG_FF,WEAK_FF
ARTIFICIAL_NOSTOP,0.0020610233768820763,0.003623396158218384,0.0017646648921072483,0.002614425029605627
ARTIFICIAL_STOP,0.08934078365564346,0.01835116371512413,0.003768381429836154,0.007400417234748602
SIMULATION_NOSTOP,0.8638909459114075,0.12835192680358887,0.0015975582646206021,0.0019277633400633931
SIMULATION_STOP,3.4689221382141113,0.05279664695262909,0.015559332445263863,0.04282640293240547
