,BORDER_O1,INTERNAL_O3,STRONG_FF,WEAK_FF
ARTIFICIAL_NOSTOP,0.0020610233768820763,0.003086597193032503,0.0017828214913606644,0.0017728394595906138
ARTIFICIAL_STOP,0.08934078365564346,0.02126666158437729,0.003346286481246352,0.0038995686918497086
SIMULATION_NOSTOP,0.8638909459114075,0.17515350878238678,0.0015556898433715105,0.0014374674065038562
SIMULATION_STOP,3.4689221382141113,0.05179819092154503,0.014018680900335312,0.04099384322762489
