,BORDER_O1,INTERNAL_O3,WEAK_FF
TOY_NOSTOP,0.0020610233768820763,0.008886792697012424,0.013175216503441334
TOY_STOP,0.08934078365564346,0.020641768351197243,0.013682836666703224
SIMULATION_NOSTOP,0.8638909459114075,0.15509389340877533,0.008421658538281918
SIMULATION_STOP,3.4928317070007324,0.06860441714525223,0.09194332361221313
